message_id,text,category,urgency,source
MSG-1302,"No clean drinking water near Anekal, people falling sick.",Water,Medium,synthetic
MSG-1207,"Families displaced near Indiranagar, looking for temporary shelter.",Shelter,Low,synthetic
MSG-1249,"Families displaced near the government school, looking for temporary shelter.",Shelter,Low,synthetic
MSG-1691,"Fire has broken out near Hebbal, spreading fast, people trapped inside.",Fire,Critical,synthetic
MSG-1809,Our street is flooded and several families need rescue near Anekal.,Flood/Rescue,Critical,synthetic
MSG-1021,"Flood water entering homes at Marathahalli, need boats for rescue.",Flood/Rescue,Critical,synthetic
MSG-1959,"No clean drinking water near Yelahanka, people falling sick.",Water,Medium,synthetic
MSG-2187,Road completely blocked near the old bus stand area due to fallen trees.,Infrastructure,High,synthetic
MSG-1456,Can someone confirm if schools near Indiranagar are closed tomorrow?,Other/Irrelevant,Medium,synthetic
MSG-1157,"Someone collapsed near Mysore Road, breathing heavily, please send an ambulance.",Medical,Medium,synthetic
MSG-1171,"Ran out of baby food near Electronic City, urgent for infants.",Food,High,synthetic
MSG-1658,"Many people including young children are badly injured near Jayanagar, need medical help urgently.",Medical,Medium,synthetic
MSG-1023,"Families near Anekal running low on food supplies, need help soon.",Food,Medium,synthetic
MSG-2137,Road completely blocked near Marathahalli due to fallen trees.,Infrastructure,Low,synthetic
MSG-1486,"We have a pregnant woman in labor near Indiranagar, no doctor available.",Medical,High,synthetic
MSG-1860,"Sharing updates from local news about Sector 12, nothing urgent.",Other/Irrelevant,High,synthetic
MSG-1734,"Contaminated water near Indiranagar, urgent need for clean water and purification.",Water,Critical,synthetic
MSG-1309,"Ran out of baby food near Marathahalli, urgent for infants.",Food,High,synthetic
MSG-1089,"Elderly person with chest pain at Koramangala, needs urgent medical attention.",Medical,Medium,synthetic
MSG-1640,"Ran out of baby food near Koramangala, urgent for infants.",Food,Critical,synthetic
MSG-1552,"Contaminated water near Sector 12, urgent need for clean water and purification.",Water,Low,synthetic
MSG-1873,"Power lines down near Whitefield, risk of electrocution.",Infrastructure,High,synthetic
MSG-2160,"Building on fire at Electronic City, multiple people including pregnant women inside.",Fire,High,synthetic
MSG-1149,"Contaminated water near Marathahalli, urgent need for clean water and purification.",Water,Low,synthetic
MSG-1493,"Mobile network down near Jayanagar, people unable to call for help.",Infrastructure,High,synthetic
MSG-1215,"Ran out of baby food near Mysore Road, urgent for infants.",Food,High,synthetic
MSG-1028,"Building on fire at Indiranagar, multiple people including senior citizens inside.",Fire,Critical,synthetic
MSG-1193,"Families near the old bus stand area running low on food supplies, need help soon.",Food,Critical,synthetic
MSG-1941,Our street is flooded and an infant need rescue near the old bus stand area.,Flood/Rescue,Critical,synthetic
MSG-2138,"Homes damaged near Indiranagar, young children need emergency shelter tonight.",Shelter,Critical,synthetic
MSG-2023,Our street is flooded and senior citizens need rescue near Indiranagar.,Flood/Rescue,Critical,synthetic
MSG-1015,"Families displaced near Hebbal, looking for temporary shelter.",Shelter,Low,synthetic
MSG-1139,Is the market near Hebbal open today?,Other/Irrelevant,Low,synthetic
MSG-1129,"Fire has broken out near Sector 12, spreading fast, people trapped inside.",Fire,High,synthetic
MSG-1090,"Mobile network down near Sector 12, people unable to call for help.",Infrastructure,High,synthetic
MSG-1943,"Someone collapsed near Yelahanka, breathing heavily, please send an ambulance.",Medical,Medium,synthetic
MSG-1659,"Fire has broken out near Electronic City, spreading fast, people trapped inside.",Fire,Critical,synthetic
MSG-2077,"Families displaced near Anekal, looking for temporary shelter.",Shelter,Medium,synthetic
MSG-2123,"Trapped in a car due to flooding near Marathahalli, water rising.",Flood/Rescue,Critical,synthetic
MSG-2116,Is the market near Sector 12 open today?,Other/Irrelevant,Low,synthetic
MSG-1311,"Roof collapsed partially near Anekal, need shelter for the night.",Shelter,High,synthetic
MSG-1499,"Fire has broken out near Anekal, spreading fast, people trapped inside.",Fire,High,synthetic
MSG-2117,Water levels low at the community tank near Indiranagar.,Water,Medium,synthetic
MSG-1415,Bridge near Mysore Road looks structurally unsafe after the storm.,Infrastructure,High,synthetic
MSG-1817,Is the market near Hebbal open today?,Other/Irrelevant,Low,synthetic
MSG-2198,Water levels low at the community tank near the government school.,Water,Medium,synthetic
MSG-1176,"Fire has broken out near Koramangala, spreading fast, people trapped inside.",Fire,Critical,synthetic
MSG-1014,"Someone collapsed close to Mysore Road, breathing heavily, please send an ambulance.",Medical,High,synthetic
MSG-1918,"Smell of smoke near Marathahalli, not sure of source yet.",Fire,Critical,synthetic
MSG-1942,"Mobile network down near Mysore Road, people unable to call for help.",Infrastructure,High,synthetic
MSG-1808,Can someone confirm if schools near the old bus stand area are closed tomorrow?,Other/Irrelevant,Low,synthetic
MSG-1019,"Minor waterlogging near Marathahalli, roads slow but passable.",Flood/Rescue,High,synthetic
MSG-1548,No food available for pregnant women near Koramangala for two days now.,Food,High,synthetic
MSG-1741,"Families close to Hebbal running low on food supplies, need help soon.",Food,Critical,synthetic
MSG-1961,"Flood water entering homes at Yelahanka, need boats for rescue.",Flood/Rescue,Critical,synthetic
MSG-1266,"Families near Indiranagar running low on food supplies, need help soon.",Food,Medium,synthetic
MSG-1619,Water levels low at the community tank near the government school.,Water,Critical,synthetic
MSG-1081,"Minor waterlogging near the old bus stand area, roads slow but passable.",Flood/Rescue,Low,synthetic
MSG-1190,"Just checking in, everyone in my family near the riverside colony is safe.",Other/Irrelevant,Low,synthetic
MSG-1797,"Water level rising fast near the government school, families stuck on rooftops.",Flood/Rescue,Critical,synthetic
MSG-1192,"We have a pregnant woman in labor close to the old bus stand area, no doctor available.",Medical,High,synthetic
MSG-1735,"Homes damaged near Hebbal, a disabled person need emergency shelter tonight.",Shelter,Low,synthetic
MSG-1272,"We have a pregnant woman in labor near Electronic City, no doctor available.",Medical,High,synthetic
MSG-1639,Requesting food packets for a shelter camp near Yelahanka.,Food,High,synthetic
MSG-1461,"Elderly person with chest pain at Yelahanka, needs urgent medical attention.",Medical,High,synthetic
MSG-1466,"Just checking in, everyone in my family near the highway bridge area is safe.",Other/Irrelevant,Low,synthetic
MSG-1602,"Five people including young children are badly injured near the riverside colony, need medical help urgently.",Medical,Critical,synthetic
MSG-1322,"Contaminated water near Jayanagar, urgent need for clean water and purification.",Water,High,synthetic
MSG-1305,"Contaminated water near the old bus stand area, urgent need for clean water and purification.",Water,Medium,synthetic
MSG-1838,"Fire has broken out near Electronic City, spreading fast, people trapped inside.",Fire,Critical,synthetic
MSG-1875,"Smell of smoke near Marathahalli, not sure of source yet.",Fire,Critical,synthetic
MSG-1976,"Smell of smoke near Mysore Road, not sure of source yet.",Fire,Critical,synthetic
MSG-1403,"Trapped in a car due to flooding near Electronic City, water rising.",Flood/Rescue,Low,synthetic
MSG-1187,"Minor waterlogging near Yelahanka, roads slow but passable.",Flood/Rescue,Critical,synthetic
MSG-1934,"Contaminated water near the government school, urgent need for clean water and purification.",Water,Critical,synthetic
MSG-1474,"Building on fire at the highway bridge area, multiple people including senior citizens inside.",Fire,Medium,synthetic
MSG-1678,Requesting food packets for a shelter camp near the highway bridge area.,Food,Medium,synthetic
MSG-1117,Is the market near the old bus stand area open today?,Other/Irrelevant,Low,synthetic
MSG-2109,"Roof collapsed partially near Indiranagar, need shelter for the night.",Shelter,Low,synthetic
MSG-1958,"Elderly person with chest pain at Marathahalli, needs urgent medical attention.",Medical,Medium,synthetic
MSG-1887,"Homes damaged near the government school, a disabled person need emergency shelter tonight.",Shelter,Low,synthetic
MSG-2092,"Homes damaged near Mysore Road, pregnant women need emergency shelter tonight.",Shelter,High,synthetic
MSG-1261,"Ran out of baby food near Hebbal, urgent for infants.",Food,Critical,synthetic
MSG-1364,"Trapped in a car due to flooding near the government school, water rising.",Flood/Rescue,Critical,synthetic
MSG-1947,"Camp near Koramangala is over capacity, need additional shelter space.",Shelter,Medium,synthetic
MSG-1708,"Trapped in a car due to flooding near the government school, water rising.",Flood/Rescue,Critical,synthetic
MSG-1677,"Contaminated water near the highway bridge area, urgent need for clean water and purification.",Water,Medium,synthetic
MSG-1476,Road completely blocked near the old bus stand area due to fallen trees.,Infrastructure,Critical,synthetic
MSG-2199,Water levels low at the community tank close to the government school.,Water,Medium,synthetic
MSG-1423,Road completely blocked near Sector 12 due to fallen trees.,Infrastructure,Medium,synthetic
MSG-1436,"Ran out of baby food near Whitefield, urgent for infants.",Food,High,synthetic
MSG-1523,"Building on fire at Indiranagar, multiple people including an infant inside.",Fire,Critical,synthetic
MSG-1111,"Ran out of baby food near Marathahalli, urgent for infants.",Food,High,synthetic
MSG-1736,Road completely blocked near the old bus stand area due to fallen trees.,Infrastructure,High,synthetic
MSG-1949,"Homes damaged near the government school, a disabled person need emergency shelter tonight.",Shelter,Critical,synthetic
MSG-2140,"Homes damaged near Jayanagar, a disabled person need emergency shelter tonight.",Shelter,Medium,synthetic
MSG-1565,"We have a pregnant woman in labor close to Yelahanka, no doctor available.",Medical,Low,synthetic
MSG-1049,Our street is flooded and young children need rescue near Jayanagar.,Flood/Rescue,Critical,synthetic
MSG-2150,"Minor waterlogging near the old bus stand area, roads slow but passable.",Flood/Rescue,Critical,synthetic
MSG-1303,"Building on fire at the government school, multiple people including elderly people inside.",Fire,Medium,synthetic
MSG-1438,"Homes damaged close to the old bus stand area, elderly people need emergency shelter tonight.",Shelter,Medium,synthetic
MSG-1536,Requesting food packets for a shelter camp close to the highway bridge area.,Food,Medium,synthetic
MSG-1990,Our street is flooded and an infant need rescue near the highway bridge area.,Flood/Rescue,High,synthetic
MSG-1717,Can someone confirm if schools near the riverside colony are closed tomorrow?,Other/Irrelevant,Medium,synthetic
MSG-1987,"Mobile network down near Sector 12, people unable to call for help.",Infrastructure,High,synthetic
MSG-1915,Water levels low at the community tank near Yelahanka.,Water,Medium,synthetic
MSG-2021,"Families displaced close to Yelahanka, looking for temporary shelter.",Shelter,Critical,synthetic
MSG-2196,"Ran out of baby food near Jayanagar, urgent for infants.",Food,Medium,synthetic
MSG-1490,Our street is flooded and elderly people need rescue near Koramangala.,Flood/Rescue,Critical,synthetic
MSG-1082,"Elderly person with chest pain at Whitefield, needs urgent medical attention.",Medical,High,synthetic
MSG-1448,"Water level rising fast near Electronic City, families stuck on rooftops.",Flood/Rescue,Critical,synthetic
MSG-1927,"Someone collapsed near Indiranagar, breathing heavily, please send an ambulance.",Medical,High,synthetic
MSG-2175,"Homes damaged near the highway bridge area, pregnant women need emergency shelter tonight.",Shelter,Low,synthetic
MSG-1086,Requesting food packets for a shelter camp near the highway bridge area.,Food,Medium,synthetic
MSG-1538,No food available for senior citizens near Sector 12 for two days now.,Food,High,synthetic
MSG-2049,"Someone collapsed near Anekal, breathing heavily, please send an ambulance.",Medical,Critical,synthetic
MSG-1645,"Contaminated water near Hebbal, urgent need for clean water and purification.",Water,Medium,synthetic
MSG-1540,"Families displaced near the old bus stand area, looking for temporary shelter.",Shelter,High,synthetic
MSG-1508,Road completely blocked near Whitefield due to fallen trees.,Infrastructure,High,synthetic
MSG-1159,"Fire has broken out near Yelahanka, spreading fast, people trapped inside.",Fire,Critical,synthetic
MSG-1703,"Families near the government school running low on food supplies, need help soon.",Food,Critical,synthetic
MSG-1664,"Trapped in a car due to flooding near Yelahanka, water rising.",Flood/Rescue,Medium,synthetic
MSG-2162,"No clean drinking water near Marathahalli, people falling sick.",Water,Critical,synthetic
MSG-1693,"Building on fire at the old bus stand area, multiple people including elderly people inside.",Fire,Medium,synthetic
MSG-1475,"Roof collapsed partially near the riverside colony, need shelter for the night.",Shelter,Low,synthetic
MSG-1350,"Roof collapsed partially near Indiranagar, need shelter for the night.",Shelter,Critical,synthetic
MSG-1526,Can someone confirm if schools near Electronic City are closed tomorrow?,Other/Irrelevant,Medium,synthetic
MSG-1870,Bridge near Koramangala looks structurally unsafe after the storm.,Infrastructure,High,synthetic
MSG-1857,"Families displaced near Marathahalli, looking for temporary shelter.",Shelter,Low,synthetic
MSG-1437,"Homes damaged near the old bus stand area, elderly people need emergency shelter tonight.",Shelter,Medium,synthetic
MSG-1646,"Three people including an infant are badly injured near the riverside colony, need medical help urgently.",Medical,Critical,synthetic
MSG-1445,"Families displaced near Yelahanka, looking for temporary shelter.",Shelter,Medium,synthetic
MSG-1191,"We have a pregnant woman in labor near the old bus stand area, no doctor available.",Medical,High,synthetic
MSG-1629,"Camp near Mysore Road is over capacity, need additional shelter space.",Shelter,Low,synthetic
MSG-1378,"Elderly person with chest pain at Jayanagar, needs urgent medical attention.",Medical,High,synthetic
MSG-1433,"Ran out of baby food near Marathahalli, urgent for infants.",Food,Medium,synthetic
MSG-1093,"Many people including pregnant women are badly injured near Anekal, need medical help urgently.",Medical,Medium,synthetic
MSG-1971,"Camp near the highway bridge area is over capacity, need additional shelter space.",Shelter,Medium,synthetic
MSG-2009,"Sharing updates from local news about the riverside colony, nothing urgent.",Other/Irrelevant,Low,synthetic
MSG-1848,No food available for several families near the riverside colony for two days now.,Food,Medium,synthetic
MSG-1275,"Just checking in, everyone in my family near Koramangala is safe.",Other/Irrelevant,Low,synthetic
MSG-2154,Our street is flooded and young children need rescue near Indiranagar.,Flood/Rescue,Low,synthetic
MSG-1776,"Homes damaged near Yelahanka, senior citizens need emergency shelter tonight.",Shelter,High,synthetic
MSG-1457,"Homes damaged near Jayanagar, pregnant women need emergency shelter tonight.",Shelter,High,synthetic
MSG-1502,Our street is flooded and senior citizens need rescue close to Hebbal.,Flood/Rescue,Critical,synthetic
MSG-1205,Bridge near Mysore Road looks structurally unsafe after the storm.,Infrastructure,Medium,synthetic
MSG-1525,"We have a pregnant woman in labor near Anekal, no doctor available.",Medical,Critical,synthetic
MSG-2078,"Small electrical fire near the government school, under control but need fire dept.",Fire,High,synthetic
MSG-1099,"Just checking in, everyone in my family near Marathahalli is safe.",Other/Irrelevant,Low,synthetic
MSG-2091,No food available for a disabled person near Sector 12 for two days now.,Food,Low,synthetic
MSG-1368,"Families near Anekal running low on food supplies, need help soon.",Food,High,synthetic
MSG-1135,Water levels low at the community tank near Sector 12.,Water,High,synthetic
MSG-1618,"Minor waterlogging near Whitefield, roads slow but passable.",Flood/Rescue,Medium,synthetic
MSG-1702,Our street is flooded and senior citizens need rescue near Jayanagar.,Flood/Rescue,High,synthetic
MSG-1318,"Families displaced near Jayanagar, looking for temporary shelter.",Shelter,High,synthetic
MSG-1970,Thank you to the volunteers who helped near the government school yesterday.,Other/Irrelevant,Low,synthetic
MSG-1443,"Ran out of baby food near Hebbal, urgent for infants.",Food,Critical,synthetic
MSG-2193,"Homes damaged near Yelahanka, senior citizens need emergency shelter tonight.",Shelter,High,synthetic
MSG-2035,"Sharing updates from local news about the government school, nothing urgent.",Other/Irrelevant,Low,synthetic
MSG-1124,"Just checking in, everyone in my family near the riverside colony is safe.",Other/Irrelevant,Medium,synthetic
MSG-1820,"No clean drinking water near Electronic City, people falling sick.",Water,High,synthetic
MSG-2082,"Minor cuts and bruises from the incident near Marathahalli, first aid would help.",Medical,Medium,synthetic
MSG-1771,Bridge near Hebbal looks structurally unsafe after the storm.,Infrastructure,High,synthetic
MSG-1986,"Elderly person with chest pain at the government school, needs urgent medical attention.",Medical,Critical,synthetic
MSG-1829,"Ran out of baby food near Sector 12, urgent for infants.",Food,Low,synthetic
MSG-1413,"Smell of smoke near Whitefield, not sure of source yet.",Fire,Critical,synthetic
MSG-1398,"Fire has broken out near Anekal, spreading fast, people trapped inside.",Fire,Critical,synthetic
MSG-1167,"Ran out of baby food near Electronic City, urgent for infants.",Food,High,synthetic
MSG-1214,Bridge near the riverside colony looks structurally unsafe after the storm.,Infrastructure,Low,synthetic
MSG-1022,"Water supply cut off near the government school since yesterday, need water tankers.",Water,Medium,synthetic
MSG-2062,"Fire has broken out near Sector 12, spreading fast, people trapped inside.",Fire,High,synthetic
MSG-1785,Water levels low at the community tank near the highway bridge area.,Water,High,synthetic
MSG-1246,"Homes damaged near Jayanagar, elderly people need emergency shelter tonight.",Shelter,Medium,synthetic
MSG-2034,Road completely blocked near Mysore Road due to fallen trees.,Infrastructure,Low,synthetic
MSG-1262,"Ran out of baby food near Electronic City, urgent for infants.",Food,Critical,synthetic
MSG-1409,"Flood water entering homes at Indiranagar, need boats for rescue.",Flood/Rescue,Low,synthetic
MSG-1095,Road completely blocked near the government school due to fallen trees.,Infrastructure,Critical,synthetic
MSG-1944,"Homes damaged near Mysore Road, an infant need emergency shelter tonight.",Shelter,High,synthetic
MSG-2106,Is the market near the highway bridge area open today?,Other/Irrelevant,Low,synthetic
MSG-1561,"No clean drinking water near Koramangala, people falling sick.",Water,High,synthetic
MSG-1073,"Building on fire at the government school, multiple people including several families inside.",Fire,Critical,synthetic
MSG-1762,"Someone collapsed near Koramangala, breathing heavily, please send an ambulance.",Medical,Medium,synthetic
MSG-2080,"Families near Indiranagar running low on food supplies, need help soon.",Food,High,synthetic
MSG-1331,Water levels low at the community tank near Yelahanka.,Water,Medium,synthetic
MSG-2111,"Small electrical fire near Koramangala, under control but need fire dept.",Fire,Low,synthetic
MSG-1660,"Ran out of baby food near Electronic City, urgent for infants.",Food,Critical,synthetic
MSG-1050,"Water level rising fast near Anekal, families stuck on rooftops.",Flood/Rescue,High,synthetic
MSG-1217,"Homes damaged close to Anekal, young children need emergency shelter tonight.",Shelter,Medium,synthetic
MSG-1133,"Trapped in a car due to flooding near Anekal, water rising.",Flood/Rescue,Low,synthetic
MSG-1583,"Building on fire at the highway bridge area, multiple people including an infant inside.",Fire,Medium,synthetic
MSG-1752,"Minor waterlogging near Marathahalli, roads slow but passable.",Flood/Rescue,Medium,synthetic
MSG-1750,"Minor cuts and bruises from the incident near Mysore Road, first aid would help.",Medical,Medium,synthetic
MSG-1333,"Roof collapsed partially near Indiranagar, need shelter for the night.",Shelter,Medium,synthetic
MSG-1464,"Small electrical fire near Mysore Road, under control but need fire dept.",Fire,Medium,synthetic
MSG-1638,"Minor waterlogging near Electronic City, roads slow but passable.",Flood/Rescue,Medium,synthetic
MSG-1672,"Sharing updates from local news about Jayanagar, nothing urgent.",Other/Irrelevant,Medium,synthetic
MSG-1045,"Ran out of baby food close to Electronic City, urgent for infants.",Food,Medium,synthetic
MSG-1338,"Just checking in, everyone in my family near Anekal is safe.",Other/Irrelevant,High,synthetic
MSG-2043,No food available for several families close to Electronic City for two days now.,Food,High,synthetic
MSG-1889,"Ran out of baby food near Koramangala, urgent for infants.",Food,Critical,synthetic
MSG-1609,"Water supply cut off close to the old bus stand area since yesterday, need water tankers.",Water,High,synthetic
MSG-1276,"Roof collapsed partially near the government school, need shelter for the night.",Shelter,High,synthetic
MSG-1644,Water levels low at the community tank close to the government school.,Water,Critical,synthetic
MSG-1465,"Mobile network down near the riverside colony, people unable to call for help.",Infrastructure,High,synthetic
MSG-1492,"Minor cuts and bruises from the incident near the riverside colony, first aid would help.",Medical,High,synthetic
MSG-1676,Road completely blocked near the old bus stand area due to fallen trees.,Infrastructure,Critical,synthetic
MSG-1725,"Elderly person with chest pain at the old bus stand area, needs urgent medical attention.",Medical,High,synthetic
MSG-1472,"Homes damaged near the riverside colony, elderly people need emergency shelter tonight.",Shelter,Medium,synthetic
MSG-1084,Thank you to the volunteers who helped near Marathahalli yesterday.,Other/Irrelevant,Low,synthetic
MSG-1997,"Just checking in, everyone in my family near Jayanagar is safe.",Other/Irrelevant,Low,synthetic
MSG-1158,"Just checking in, everyone in my family near Koramangala is safe.",Other/Irrelevant,Low,synthetic
MSG-1979,"Minor waterlogging near Hebbal, roads slow but passable.",Flood/Rescue,Critical,synthetic
MSG-1109,"Roof collapsed partially near the highway bridge area, need shelter for the night.",Shelter,Medium,synthetic
MSG-1605,Water levels low at the community tank near Koramangala.,Water,High,synthetic
MSG-1383,"Someone collapsed near Whitefield, breathing heavily, please send an ambulance.",Medical,High,synthetic
MSG-1404,Is the market near the riverside colony open today?,Other/Irrelevant,Low,synthetic
MSG-1125,"No clean drinking water near Jayanagar, people falling sick.",Water,Medium,synthetic
MSG-1697,"Roof collapsed partially near Indiranagar, need shelter for the night.",Shelter,High,synthetic
MSG-1698,"Many people including a disabled person are badly injured near Marathahalli, need medical help urgently.",Medical,Critical,synthetic
MSG-1292,"Just checking in, everyone in my family near Mysore Road is safe.",Other/Irrelevant,Low,synthetic
MSG-1027,"Just checking in, everyone in my family near Anekal is safe.",Other/Irrelevant,Medium,synthetic
MSG-1337,"Elderly person with chest pain at Electronic City, needs urgent medical attention.",Medical,Critical,synthetic
MSG-1097,"We have a pregnant woman in labor near Whitefield, no doctor available.",Medical,Medium,synthetic
MSG-2004,"No clean drinking water close to Whitefield, people falling sick.",Water,Critical,synthetic
MSG-1511,"Just checking in, everyone in my family near Yelahanka is safe.",Other/Irrelevant,Low,synthetic
MSG-1787,"Camp near Anekal is over capacity, need additional shelter space.",Shelter,High,synthetic
MSG-1253,"We have a pregnant woman in labor near Indiranagar, no doctor available.",Medical,Critical,synthetic
MSG-1079,"Mobile network down near Anekal, people unable to call for help.",Infrastructure,Medium,synthetic
MSG-1427,"Mobile network down near Yelahanka, people unable to call for help.",Infrastructure,Critical,synthetic
MSG-1854,"Power lines down near the riverside colony, risk of electrocution.",Infrastructure,Critical,synthetic
MSG-1585,Road completely blocked close to Marathahalli due to fallen trees.,Infrastructure,Low,synthetic
MSG-1786,"Fire has broken out near Hebbal, spreading fast, people trapped inside.",Fire,High,synthetic
MSG-1539,Is the market near Mysore Road open today?,Other/Irrelevant,Low,synthetic
MSG-1005,Road completely blocked near Electronic City due to fallen trees.,Infrastructure,Low,synthetic
MSG-1598,Bridge near Electronic City looks structurally unsafe after the storm.,Infrastructure,High,synthetic
MSG-1975,Water levels low at the community tank near Hebbal.,Water,High,synthetic
MSG-1600,"No clean drinking water near Hebbal, people falling sick.",Water,Critical,synthetic
MSG-1680,Road completely blocked near Koramangala due to fallen trees.,Infrastructure,High,synthetic
MSG-1577,"No clean drinking water near Sector 12, people falling sick.",Water,Medium,synthetic
MSG-2182,"We have a pregnant woman in labor near Hebbal, no doctor available.",Medical,Critical,synthetic
MSG-1843,"Camp near the riverside colony is over capacity, need additional shelter space.",Shelter,High,synthetic
MSG-2139,"Building on fire at Yelahanka, multiple people including elderly people inside.",Fire,Critical,synthetic
MSG-2135,Water levels low at the community tank near the highway bridge area.,Water,Medium,synthetic
MSG-2054,"Ran out of baby food near the government school, urgent for infants.",Food,Low,synthetic
MSG-2001,"No clean drinking water near Indiranagar, people falling sick.",Water,Critical,synthetic
MSG-1291,Thank you to the volunteers who helped near the government school yesterday.,Other/Irrelevant,Medium,synthetic
MSG-1209,"We have a pregnant woman in labor near Mysore Road, no doctor available.",Medical,Critical,synthetic
MSG-1096,Road completely blocked close to the government school due to fallen trees.,Infrastructure,Critical,synthetic
MSG-1358,"Just checking in, everyone in my family near Jayanagar is safe.",Other/Irrelevant,Low,synthetic
MSG-1127,"No clean drinking water near Whitefield, people falling sick.",Water,Low,synthetic
MSG-1152,"We have a pregnant woman in labor near the government school, no doctor available.",Medical,High,synthetic
MSG-1738,"Small electrical fire near Indiranagar, under control but need fire dept.",Fire,High,synthetic
MSG-1116,"Homes damaged near the old bus stand area, several families need emergency shelter tonight.",Shelter,Medium,synthetic
MSG-1991,"Fire has broken out near the old bus stand area, spreading fast, people trapped inside.",Fire,Critical,synthetic
MSG-2045,"We have a pregnant woman in labor near the old bus stand area, no doctor available.",Medical,High,synthetic
MSG-1497,No food available for elderly people near Marathahalli for two days now.,Food,Medium,synthetic
MSG-1575,"No clean drinking water near Hebbal, people falling sick.",Water,Critical,synthetic
MSG-1952,Is the market near Yelahanka open today?,Other/Irrelevant,Medium,synthetic
MSG-1366,"Power lines down close to the government school, risk of electrocution.",Infrastructure,Critical,synthetic
MSG-1453,"Sharing updates from local news about Hebbal, nothing urgent.",Other/Irrelevant,Low,synthetic
MSG-1042,"We have a pregnant woman in labor near Indiranagar, no doctor available.",Medical,High,synthetic
MSG-2015,"Contaminated water near the old bus stand area, urgent need for clean water and purification.",Water,Critical,synthetic
MSG-1119,"Water level rising fast close to Mysore Road, families stuck on rooftops.",Flood/Rescue,Critical,synthetic
MSG-1906,"Smell of smoke near Anekal, not sure of source yet.",Fire,Critical,synthetic
MSG-1479,"Power lines down near Electronic City, risk of electrocution.",Infrastructure,High,synthetic
MSG-1723,"Fire has broken out near the government school, spreading fast, people trapped inside.",Fire,Critical,synthetic
MSG-1168,"No clean drinking water near the riverside colony, people falling sick.",Water,High,synthetic
MSG-1919,"Ran out of baby food near Mysore Road, urgent for infants.",Food,Medium,synthetic
MSG-1482,Is the market near the riverside colony open today?,Other/Irrelevant,Low,synthetic
MSG-1037,No food available for senior citizens near the government school for two days now.,Food,Low,synthetic
MSG-1188,"Sharing updates from local news about Mysore Road, nothing urgent.",Other/Irrelevant,Medium,synthetic
MSG-1236,"We have a pregnant woman in labor near the riverside colony, no doctor available.",Medical,Medium,synthetic
MSG-1056,"Families displaced near Anekal, looking for temporary shelter.",Shelter,Medium,synthetic
MSG-1153,Thank you to the volunteers who helped near Marathahalli yesterday.,Other/Irrelevant,Low,synthetic
MSG-2003,"No clean drinking water near Whitefield, people falling sick.",Water,Critical,synthetic
MSG-1055,"No clean drinking water close to Hebbal, people falling sick.",Water,Medium,synthetic
MSG-1451,Is the market near Mysore Road open today?,Other/Irrelevant,Low,synthetic
MSG-1818,"Elderly person with chest pain at Hebbal, needs urgent medical attention.",Medical,Medium,synthetic
MSG-1652,Thank you to the volunteers who helped close to the old bus stand area yesterday.,Other/Irrelevant,Low,synthetic
MSG-1674,"Small electrical fire near Anekal, under control but need fire dept.",Fire,Critical,synthetic
MSG-1874,Road completely blocked near Jayanagar due to fallen trees.,Infrastructure,High,synthetic
MSG-1570,Road completely blocked near Yelahanka due to fallen trees.,Infrastructure,Critical,synthetic
MSG-1155,"Power lines down near Mysore Road, risk of electrocution.",Infrastructure,Medium,synthetic
MSG-1783,Can someone confirm if schools close to the government school are closed tomorrow?,Other/Irrelevant,Low,synthetic
MSG-1504,"Building on fire at the old bus stand area, multiple people including a disabled person inside.",Fire,Critical,synthetic
MSG-1755,"Elderly person with chest pain at Jayanagar, needs urgent medical attention.",Medical,Critical,synthetic
MSG-2068,"Roof collapsed partially near Yelahanka, need shelter for the night.",Shelter,High,synthetic
MSG-2070,"Minor cuts and bruises from the incident near Whitefield, first aid would help.",Medical,Medium,synthetic
MSG-2189,"Contaminated water near Marathahalli, urgent need for clean water and purification.",Water,Medium,synthetic
MSG-1917,"Smell of smoke near Whitefield, not sure of source yet.",Fire,High,synthetic
MSG-2180,Can someone confirm if schools near the riverside colony are closed tomorrow?,Other/Irrelevant,Low,synthetic
MSG-1271,"Minor cuts and bruises from the incident near the riverside colony, first aid would help.",Medical,Critical,synthetic
MSG-1780,Requesting food packets for a shelter camp near Whitefield.,Food,Critical,synthetic
MSG-1850,"No clean drinking water close to Indiranagar, people falling sick.",Water,Medium,synthetic
MSG-1628,"Water supply cut off near Koramangala since yesterday, need water tankers.",Water,High,synthetic
MSG-1270,"Power lines down near Whitefield, risk of electrocution.",Infrastructure,High,synthetic
MSG-1898,"Power lines down near the highway bridge area, risk of electrocution.",Infrastructure,Critical,synthetic
MSG-2006,"Trapped in a car due to flooding near Sector 12, water rising.",Flood/Rescue,Critical,synthetic
MSG-1441,"Power lines down near the riverside colony, risk of electrocution.",Infrastructure,High,synthetic
MSG-1370,"Someone collapsed near Whitefield, breathing heavily, please send an ambulance.",Medical,High,synthetic
MSG-1766,"Water supply cut off near Indiranagar since yesterday, need water tankers.",Water,High,synthetic
MSG-2164,No food available for an infant near Mysore Road for two days now.,Food,High,synthetic
MSG-1855,"Smell of smoke near the old bus stand area, not sure of source yet.",Fire,High,synthetic
MSG-2061,"Families near Jayanagar running low on food supplies, need help soon.",Food,High,synthetic
