message_id,text,category,urgency_level,provenance,urgency_label_source
850,"We are trapped by flood water near Riverside Colony, water rising slowly",Flood/Rescue,Medium,synthetic,keyword_tier_heuristic
851,"Building general inquiry at Sector 12, smoke visible for miles",Fire,Low,synthetic,keyword_tier_heuristic
852,Medical emergency at Whitefield - a child power has been out,Medical,Medium,synthetic,keyword_tier_heuristic
853,"Power lines down at Millbrook, gas leak",Infrastructure,High,synthetic,keyword_tier_heuristic
854,"Someone collapsed at Whitefield, road partially blocked, need doctor urgently",Medical,Medium,synthetic,keyword_tier_heuristic
855,"We are trapped by flood water near East Ward, bleeding heavily",Flood/Rescue,Critical,synthetic,keyword_tier_heuristic
856,"Someone collapsed at North Bridge, elderly stuck, need doctor urgently",Medical,High,synthetic,keyword_tier_heuristic
857,"Flooding at Riverside Colony, my whole family road partially blocked, need boat rescue",Flood/Rescue,Medium,synthetic,keyword_tier_heuristic
858,"Flooding at Rosewood Lane, my whole family injured, need boat rescue",Flood/Rescue,High,synthetic,keyword_tier_heuristic
859,"Need an ambulance at Station Road, my neighbor child missing",Medical,High,synthetic,keyword_tier_heuristic
860,"Power lines down at Palm Grove, non-urgent request",Infrastructure,Low,synthetic,keyword_tier_heuristic
861,"Water supply cut off at Hilltop Nagar, trapped, many households affected",Water,Critical,synthetic,keyword_tier_heuristic
862,"Need food supplies delivered to Rosewood Lane, road partially blocked",Food,Medium,synthetic,keyword_tier_heuristic
863,"Need an ambulance at Sunrise Township, my neighbor cannot move",Medical,Critical,synthetic,keyword_tier_heuristic
864,"Need water tanker sent to Station Road, road partially blocked",Water,Medium,synthetic,keyword_tier_heuristic
865,Just wanted to say thank you to the volunteers at Harbor District,Other/Irrelevant,Medium,synthetic,keyword_tier_heuristic
866,"Need water tanker sent to East Ward, requesting information",Water,Low,synthetic,keyword_tier_heuristic
867,"Homes destroyed near Sector 12, families need shelter, low on supplies",Shelter,Medium,synthetic,keyword_tier_heuristic
868,"a group of people is child missing near Harbor District, please send medical help",Medical,High,synthetic,keyword_tier_heuristic
869,Just wanted to say thank you to the volunteers at Kings Cross,Other/Irrelevant,Medium,synthetic,keyword_tier_heuristic
870,"Fire reported at North Bridge, stranded, need fire brigade immediately",Fire,High,synthetic,keyword_tier_heuristic
871,"River overflowing near Rosewood Lane, on fire, send rescue team",Flood/Rescue,Critical,synthetic,keyword_tier_heuristic
872,"Homes destroyed near North Bridge, families need shelter, stranded",Shelter,High,synthetic,keyword_tier_heuristic
873,"Bridge near Riverside Colony is damaged, stranded, road unsafe",Infrastructure,High,synthetic,keyword_tier_heuristic
874,"Main road to Koramangala blocked by debris, needs help soon",Infrastructure,Medium,synthetic,keyword_tier_heuristic
875,Medical emergency at Rosewood Lane - the shopkeeper minor injury same location as before,Medical,Medium,synthetic,keyword_tier_heuristic
876,"Building elderly stuck at East Ward, smoke visible for miles",Fire,High,synthetic,keyword_tier_heuristic
877,"Displaced families waiting outside Fairview Estate, not breathing",Shelter,Critical,synthetic,keyword_tier_heuristic
878,"Power lines down at Millbrook, minor leak",Infrastructure,Low,synthetic,keyword_tier_heuristic
879,"Requesting ration kits for North Bridge, water rising slowly",Food,Medium,synthetic,keyword_tier_heuristic
880,"Kitchen fire at Millbrook, buried under rubble, please respond",Fire,Critical,synthetic,keyword_tier_heuristic
881,"Communication tower near Station Road is down, low on supplies",Infrastructure,Medium,synthetic,keyword_tier_heuristic
882,"Requesting ration kits for Station Road, gas leak",Food,High,synthetic,keyword_tier_heuristic
883,"Random test message, please ignore, sent from Kings Cross",Other/Irrelevant,Medium,synthetic,keyword_tier_heuristic
884,"No clean water available at Riverside Colony for two days, elderly stuck",Water,High,synthetic,keyword_tier_heuristic
885,"Power lines down at Koramangala, requesting information",Infrastructure,Low,synthetic,keyword_tier_heuristic
886,"a group of people is cardiac arrest near Sector 12, please send medical help",Medical,Critical,synthetic,keyword_tier_heuristic
887,Is there a helpline number for general questions about Fairview Estate?,Other/Irrelevant,Medium,synthetic,keyword_tier_heuristic
888,"Someone collapsed at Sector 12, water rising slowly, need doctor urgently",Medical,Medium,synthetic,keyword_tier_heuristic
889,"Need food supplies delivered to Hilltop Nagar, general inquiry",Food,Low,synthetic,keyword_tier_heuristic
890,Is there a helpline number for general questions about Millbrook?,Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
891,"Sharing an update, everything seems calm near Kings Cross today",Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
892,"Need an ambulance at Old Town, a child gas leak",Medical,High,synthetic,keyword_tier_heuristic
893,"River overflowing near Green Valley, roof caving in, send rescue team",Flood/Rescue,High,synthetic,keyword_tier_heuristic
894,"No food distribution has reached Fairview Estate yet, drowning",Food,Critical,synthetic,keyword_tier_heuristic
895,"Flooding at Riverside Colony, the shopkeeper needs help soon, need boat rescue",Flood/Rescue,Medium,synthetic,keyword_tier_heuristic
896,"Fire spreading fast near Millbrook, my neighbor drowning",Fire,Critical,synthetic,keyword_tier_heuristic
897,"Temporary shelter overcrowded at Old Town, requesting information",Shelter,Low,synthetic,keyword_tier_heuristic
898,"Water supply cut off at Millbrook, gas leak, many households affected",Water,High,synthetic,keyword_tier_heuristic
899,"No clean water available at Old Town for two days, general inquiry",Water,Low,synthetic,keyword_tier_heuristic
900,"Need an ambulance at Koramangala, an unknown man minor injury",Medical,Medium,synthetic,keyword_tier_heuristic
901,"Bridge near Rosewood Lane is damaged, water rising slowly, road unsafe",Infrastructure,Medium,synthetic,keyword_tier_heuristic
902,"Temporary shelter overcrowded at Harbor District, rising water fast",Shelter,High,synthetic,keyword_tier_heuristic
903,"my neighbor is stranded near Old Town, please send medical help",Medical,High,synthetic,keyword_tier_heuristic
904,"Homes destroyed near Lakeview Apartments, families need shelter, non-urgent request",Shelter,Low,synthetic,keyword_tier_heuristic
905,"Building collapsed at Hilltop Nagar, smoke visible for miles same location as before",Fire,Critical,synthetic,keyword_tier_heuristic
906,Medical emergency at Kings Cross - an unknown man cannot move,Medical,Critical,synthetic,keyword_tier_heuristic
907,"Families at East Ward have run out of food, gas leak",Food,High,synthetic,keyword_tier_heuristic
908,Medical emergency at Sector 12 - my sister gas leak,Medical,High,synthetic,keyword_tier_heuristic
909,"River overflowing near Sector 12, unconscious, send rescue team",Flood/Rescue,Critical,synthetic,keyword_tier_heuristic
910,"Homes destroyed near Hilltop Nagar, families need shelter, stranded",Shelter,High,synthetic,keyword_tier_heuristic
911,"Someone collapsed at Fairview Estate, not breathing, need doctor urgently",Medical,Critical,synthetic,keyword_tier_heuristic
912,"Communication tower near Sector 12 is down, non-urgent request",Infrastructure,Low,synthetic,keyword_tier_heuristic
913,"Kitchen fire at Sunrise Township, child missing, please respond",Fire,High,synthetic,keyword_tier_heuristic
914,"Someone collapsed at Riverside Colony, cardiac arrest, need doctor urgently",Medical,Critical,synthetic,keyword_tier_heuristic
915,Just wanted to say thank you to the volunteers at Palm Grove,Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
916,"Kitchen fire at Kings Cross, general inquiry, please respond",Fire,Low,synthetic,keyword_tier_heuristic
917,"Communication tower near Marina Road is down, child missing",Infrastructure,High,synthetic,keyword_tier_heuristic
918,"Flooding at Harbor District, the shopkeeper bleeding heavily, need boat rescue",Flood/Rescue,Critical,synthetic,keyword_tier_heuristic
919,"Main road to Central Market blocked by debris, smoke everywhere",Infrastructure,High,synthetic,keyword_tier_heuristic
920,"Someone collapsed at Sector 12, on fire, need doctor urgently",Medical,Critical,synthetic,keyword_tier_heuristic
921,Medical emergency at Central Market - my neighbor stranded,Medical,High,synthetic,keyword_tier_heuristic
922,"Need water tanker sent to Harbor District, smoke everywhere",Water,High,synthetic,keyword_tier_heuristic
923,"Families at Hilltop Nagar have run out of food, cannot move",Food,Critical,synthetic,keyword_tier_heuristic
924,"the shopkeeper is collapsed near Rosewood Lane, please send medical help",Medical,Critical,synthetic,keyword_tier_heuristic
925,"Someone collapsed at Green Valley, trapped, need doctor urgently",Medical,Critical,synthetic,keyword_tier_heuristic
926,"Power lines down at Millbrook, gas leak same location as before",Infrastructure,High,synthetic,keyword_tier_heuristic
927,Medical emergency at Sector 12 - my father not breathing,Medical,Critical,synthetic,keyword_tier_heuristic
928,"Power lines down at Riverside Colony, minor injury",Infrastructure,Medium,synthetic,keyword_tier_heuristic
929,"Building buried under rubble at Central Market, smoke visible for miles",Fire,Critical,synthetic,keyword_tier_heuristic
930,"Drinking water contaminated at Green Valley, just checking in",Water,Low,synthetic,keyword_tier_heuristic
931,"Building rising water fast at Old Town, smoke visible for miles",Fire,High,synthetic,keyword_tier_heuristic
932,"Someone collapsed at Lakeview Apartments, low on supplies, need doctor urgently",Medical,Medium,synthetic,keyword_tier_heuristic
933,"River overflowing near Central Market, injured, send rescue team",Flood/Rescue,High,synthetic,keyword_tier_heuristic
934,"Water levels roof caving in at Palm Grove, families are stranded",Flood/Rescue,High,synthetic,keyword_tier_heuristic
935,"Building on fire at East Ward, smoke visible for miles",Fire,Critical,synthetic,keyword_tier_heuristic
936,"No clean water available at Sector 12 for two days, water rising slowly",Water,Medium,synthetic,keyword_tier_heuristic
937,"No clean water available at East Ward for two days, low on supplies",Water,Medium,synthetic,keyword_tier_heuristic
938,"River overflowing near North Bridge, buried under rubble, send rescue team",Flood/Rescue,Critical,synthetic,keyword_tier_heuristic
939,"Temporary shelter overcrowded at Central Market, trapped",Shelter,Critical,synthetic,keyword_tier_heuristic
940,"Need water tanker sent to Rosewood Lane, bleeding heavily",Water,Critical,synthetic,keyword_tier_heuristic
941,"Need an ambulance at Central Market, a group of people stranded",Medical,High,synthetic,keyword_tier_heuristic
942,"Drinking water contaminated at Hilltop Nagar, non-urgent request",Water,Low,synthetic,keyword_tier_heuristic
943,"Random test message, please ignore, sent from Green Valley same location as before",Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
944,"Requesting ration kits for Hilltop Nagar, when will help arrive",Food,Low,synthetic,keyword_tier_heuristic
945,"Sharing an update, everything seems calm near Central Market today",Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
946,"Main road to Old Town blocked by debris, rising water fast",Infrastructure,High,synthetic,keyword_tier_heuristic
947,"Kitchen fire at Palm Grove, unconscious, please respond",Fire,Critical,synthetic,keyword_tier_heuristic
948,"Need an ambulance at Central Market, my sister road partially blocked",Medical,Medium,synthetic,keyword_tier_heuristic
949,"Fire reported at Koramangala, injured, need fire brigade immediately",Fire,High,synthetic,keyword_tier_heuristic
950,"my neighbor is minor injury near North Bridge, please send medical help",Medical,Medium,synthetic,keyword_tier_heuristic
951,"Sharing an update, everything seems calm near Station Road today",Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
952,"Water supply cut off at Sunrise Township, minor leak, many households affected",Water,Low,synthetic,keyword_tier_heuristic
953,"Temporary shelter overcrowded at Lakeview Apartments, when will help arrive",Shelter,Low,synthetic,keyword_tier_heuristic
954,"We are trapped by flood water near Lakeview Apartments, needs help soon",Flood/Rescue,Medium,synthetic,keyword_tier_heuristic
955,Just wanted to say thank you to the volunteers at East Ward,Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
956,"Water supply cut off at Riverside Colony, stranded, many households affected",Water,High,synthetic,keyword_tier_heuristic
957,"Water levels collapsed at Harbor District, families are stranded",Flood/Rescue,Critical,synthetic,keyword_tier_heuristic
958,Is there a helpline number for general questions about Kings Cross?,Other/Irrelevant,High,synthetic,keyword_tier_heuristic
959,Just wanted to say thank you to the volunteers at East Ward,Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
960,"Communication tower near Hilltop Nagar is down, rising water fast",Infrastructure,High,synthetic,keyword_tier_heuristic
961,"Need water tanker sent to Old Town, minor injury",Water,Medium,synthetic,keyword_tier_heuristic
962,"Families at Fairview Estate have run out of food, low on supplies",Food,Medium,synthetic,keyword_tier_heuristic
963,"Need food supplies delivered to Central Market, when will help arrive",Food,Low,synthetic,keyword_tier_heuristic
964,"Flooding at Kings Cross, my sister water rising slowly, need boat rescue",Flood/Rescue,Medium,synthetic,keyword_tier_heuristic
965,"Flooding at Koramangala, my sister general inquiry, need boat rescue",Flood/Rescue,Low,synthetic,keyword_tier_heuristic
966,"Sharing an update, everything seems calm near Sunrise Township today",Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
967,"Random test message, please ignore, sent from Rosewood Lane",Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
968,"We are trapped by flood water near Sector 12, gas leak",Flood/Rescue,High,synthetic,keyword_tier_heuristic
969,"We are trapped by flood water near Sunrise Township, cannot move",Flood/Rescue,Critical,synthetic,keyword_tier_heuristic
970,"Fire reported at Lakeview Apartments, non-urgent request, need fire brigade immediately same location as before",Fire,Low,synthetic,keyword_tier_heuristic
971,"Displaced families waiting outside Rosewood Lane, drowning",Shelter,Critical,synthetic,keyword_tier_heuristic
972,"Need an ambulance at Palm Grove, an elderly woman elderly stuck",Medical,High,synthetic,keyword_tier_heuristic
973,"Communication tower near Whitefield is down, road partially blocked",Infrastructure,Medium,synthetic,keyword_tier_heuristic
974,"Families at Central Market have run out of food, minor leak",Food,Low,synthetic,keyword_tier_heuristic
975,"River overflowing near Rosewood Lane, bleeding heavily, send rescue team",Flood/Rescue,Critical,synthetic,keyword_tier_heuristic
976,"Bridge near North Bridge is damaged, collapsed, road unsafe",Infrastructure,Critical,synthetic,keyword_tier_heuristic
977,"Bridge near Green Valley is damaged, child missing, road unsafe",Infrastructure,High,synthetic,keyword_tier_heuristic
978,"Need an ambulance at Sunrise Township, my sister gas leak",Medical,High,synthetic,keyword_tier_heuristic
979,"my neighbor is collapsed near Fairview Estate, please send medical help",Medical,Critical,synthetic,keyword_tier_heuristic
980,"Random test message, please ignore, sent from Sunrise Township",Other/Irrelevant,Medium,synthetic,keyword_tier_heuristic
981,"my father is trapped near Riverside Colony, please send medical help",Medical,Critical,synthetic,keyword_tier_heuristic
982,"No food distribution has reached Rosewood Lane yet, stranded",Food,High,synthetic,keyword_tier_heuristic
983,"Bridge near North Bridge is damaged, rising water fast, road unsafe",Infrastructure,High,synthetic,keyword_tier_heuristic
984,"Random test message, please ignore, sent from Rosewood Lane",Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
985,"Building severe pain at Green Valley, smoke visible for miles",Fire,High,synthetic,keyword_tier_heuristic
986,"Fire reported at Millbrook, bleeding heavily, need fire brigade immediately",Fire,Critical,synthetic,keyword_tier_heuristic
987,"Families at Koramangala have run out of food, power has been out",Food,Medium,synthetic,keyword_tier_heuristic
988,"Need food supplies delivered to Riverside Colony, when will help arrive",Food,Low,synthetic,keyword_tier_heuristic
989,"Displaced families waiting outside Harbor District, bleeding heavily",Shelter,Critical,synthetic,keyword_tier_heuristic
990,"Bridge near North Bridge is damaged, minor leak, road unsafe",Infrastructure,Low,synthetic,keyword_tier_heuristic
991,"my father is unconscious near Lakeview Apartments, please send medical help",Medical,Critical,synthetic,keyword_tier_heuristic
992,"Drinking water contaminated at East Ward, non-urgent request same location as before",Water,Low,synthetic,keyword_tier_heuristic
993,"Fire spreading fast near Sunrise Township, an elderly woman bleeding heavily same location as before",Fire,Critical,synthetic,keyword_tier_heuristic
994,"an elderly woman is not breathing near Station Road, please send medical help",Medical,Critical,synthetic,keyword_tier_heuristic
995,"Need an ambulance at Millbrook, my father cardiac arrest",Medical,Critical,synthetic,keyword_tier_heuristic
996,"Need an ambulance at Rosewood Lane, the shopkeeper water rising slowly",Medical,Medium,synthetic,keyword_tier_heuristic
997,"a group of people is power has been out near Whitefield, please send medical help",Medical,Medium,synthetic,keyword_tier_heuristic
998,"Fire spreading fast near Sector 12, my sister injured",Fire,High,synthetic,keyword_tier_heuristic
999,"Homes destroyed near Green Valley, families need shelter, drowning",Shelter,Critical,synthetic,keyword_tier_heuristic
1000,"Requesting ration kits for Green Valley, not breathing",Food,Critical,synthetic,keyword_tier_heuristic
1001,"Someone collapsed at Palm Grove, smoke everywhere, need doctor urgently same location as before",Medical,High,synthetic,keyword_tier_heuristic
1002,"Main road to Green Valley blocked by debris, water rising slowly",Infrastructure,Medium,synthetic,keyword_tier_heuristic
1003,"Main road to East Ward blocked by debris, low on supplies",Infrastructure,Medium,synthetic,keyword_tier_heuristic
1004,"Kitchen fire at Palm Grove, rising water fast, please respond",Fire,High,synthetic,keyword_tier_heuristic
1005,"Families at Whitefield have run out of food, small crack in wall",Food,Low,synthetic,keyword_tier_heuristic
1006,"Water supply cut off at Marina Road, general inquiry, many households affected",Water,Low,synthetic,keyword_tier_heuristic
1007,"Requesting ration kits for Station Road, severe pain",Food,High,synthetic,keyword_tier_heuristic
1008,"Need water tanker sent to Riverside Colony, needs help soon",Water,Medium,synthetic,keyword_tier_heuristic
1009,"Random test message, please ignore, sent from Fairview Estate",Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
1010,"Need water tanker sent to Sector 12, bleeding heavily",Water,Critical,synthetic,keyword_tier_heuristic
1011,"Bridge near Rosewood Lane is damaged, buried under rubble, road unsafe",Infrastructure,Critical,synthetic,keyword_tier_heuristic
1012,"Power lines down at Millbrook, gas leak",Infrastructure,High,synthetic,keyword_tier_heuristic
1013,"Main road to Whitefield blocked by debris, minor leak",Infrastructure,Low,synthetic,keyword_tier_heuristic
1014,"Homes destroyed near Sector 12, families need shelter, injured",Shelter,High,synthetic,keyword_tier_heuristic
1015,"Fire reported at Green Valley, bleeding heavily, need fire brigade immediately",Fire,Critical,synthetic,keyword_tier_heuristic
1016,"Random test message, please ignore, sent from Harbor District",Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
1017,"Requesting tents and shelter material at Palm Grove, rising water fast",Shelter,High,synthetic,keyword_tier_heuristic
1018,"Communication tower near Sector 12 is down, road partially blocked",Infrastructure,Medium,synthetic,keyword_tier_heuristic
1019,Medical emergency at Harbor District - an unknown man severe pain,Medical,High,synthetic,keyword_tier_heuristic
1020,"Requesting ration kits for Green Valley, child missing",Food,High,synthetic,keyword_tier_heuristic
1021,"Displaced families waiting outside Rosewood Lane, smoke everywhere",Shelter,High,synthetic,keyword_tier_heuristic
1022,"Temporary shelter overcrowded at Station Road, on fire",Shelter,Critical,synthetic,keyword_tier_heuristic
1023,"Families at East Ward have run out of food, water rising slowly",Food,Medium,synthetic,keyword_tier_heuristic
1024,"Homes destroyed near Lakeview Apartments, families need shelter, requesting information",Shelter,Low,synthetic,keyword_tier_heuristic
1025,"Need water tanker sent to Sector 12, minor injury",Water,Medium,synthetic,keyword_tier_heuristic
1026,"Need an ambulance at Old Town, an unknown man low on supplies",Medical,Medium,synthetic,keyword_tier_heuristic
1027,"Water supply cut off at Kings Cross, power has been out, many households affected",Water,Medium,synthetic,keyword_tier_heuristic
1028,"Temporary shelter overcrowded at Kings Cross, power has been out",Shelter,Medium,synthetic,keyword_tier_heuristic
1029,"We are trapped by flood water near Station Road, bleeding heavily",Flood/Rescue,Critical,synthetic,keyword_tier_heuristic
1030,Medical emergency at Sunrise Township - my whole family smoke everywhere,Medical,High,synthetic,keyword_tier_heuristic
1031,"Flooding at Lakeview Apartments, an unknown man severe pain, need boat rescue",Flood/Rescue,High,synthetic,keyword_tier_heuristic
1032,"Communication tower near Millbrook is down, power has been out",Infrastructure,Medium,synthetic,keyword_tier_heuristic
1033,"Random test message, please ignore, sent from East Ward",Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
1034,Medical emergency at Koramangala - an unknown man child missing same location as before,Medical,High,synthetic,keyword_tier_heuristic
1035,"Communication tower near Kings Cross is down, non-urgent request",Infrastructure,Low,synthetic,keyword_tier_heuristic
1036,"Temporary shelter overcrowded at Whitefield, roof caving in",Shelter,High,synthetic,keyword_tier_heuristic
1037,"Need an ambulance at Hilltop Nagar, a child cardiac arrest",Medical,Critical,synthetic,keyword_tier_heuristic
1038,"Building stranded at Sector 12, smoke visible for miles",Fire,High,synthetic,keyword_tier_heuristic
1039,"Requesting ration kits for Koramangala, feeling unwell",Food,Medium,synthetic,keyword_tier_heuristic
1040,"River overflowing near Whitefield, not breathing, send rescue team",Flood/Rescue,Critical,synthetic,keyword_tier_heuristic
1041,"Water supply cut off at Kings Cross, gas leak, many households affected",Water,High,synthetic,keyword_tier_heuristic
1042,"We are trapped by flood water near Kings Cross, trapped",Flood/Rescue,Critical,synthetic,keyword_tier_heuristic
1043,"Need water tanker sent to North Bridge, bleeding heavily",Water,Critical,synthetic,keyword_tier_heuristic
1044,"Need water tanker sent to Sector 12, feeling unwell",Water,Medium,synthetic,keyword_tier_heuristic
1045,Just wanted to say thank you to the volunteers at Whitefield,Other/Irrelevant,Medium,synthetic,keyword_tier_heuristic
1046,"Requesting tents and shelter material at Harbor District, low on supplies",Shelter,Medium,synthetic,keyword_tier_heuristic
1047,"Kitchen fire at Hilltop Nagar, elderly stuck, please respond",Fire,High,synthetic,keyword_tier_heuristic
1048,"Building elderly stuck at Palm Grove, smoke visible for miles same location as before",Fire,High,synthetic,keyword_tier_heuristic
1049,"Drinking water contaminated at East Ward, non-urgent request",Water,Low,synthetic,keyword_tier_heuristic
1050,"Kitchen fire at East Ward, buried under rubble, please respond",Fire,Critical,synthetic,keyword_tier_heuristic
1051,"No food distribution has reached Marina Road yet, minor leak",Food,Low,synthetic,keyword_tier_heuristic
1052,"Sharing an update, everything seems calm near Koramangala today",Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
1053,"Drinking water contaminated at Koramangala, power has been out",Water,Medium,synthetic,keyword_tier_heuristic
1054,"No food distribution has reached North Bridge yet, road partially blocked",Food,Medium,synthetic,keyword_tier_heuristic
1055,"Fire spreading fast near Palm Grove, my neighbor gas leak",Fire,High,synthetic,keyword_tier_heuristic
1056,"Need food supplies delivered to Millbrook, road partially blocked",Food,Medium,synthetic,keyword_tier_heuristic
1057,"Displaced families waiting outside Central Market, power has been out",Shelter,Medium,synthetic,keyword_tier_heuristic
1058,"Homes destroyed near Sunrise Township, families need shelter, power has been out",Shelter,Medium,synthetic,keyword_tier_heuristic
1059,"Homes destroyed near Sunrise Township, families need shelter, low on supplies",Shelter,Medium,synthetic,keyword_tier_heuristic
1060,"Water levels bleeding heavily at Old Town, families are stranded",Flood/Rescue,Critical,synthetic,keyword_tier_heuristic
1061,"No food distribution has reached Sector 12 yet, elderly stuck",Food,High,synthetic,keyword_tier_heuristic
1062,"Bridge near Kings Cross is damaged, injured, road unsafe",Infrastructure,High,synthetic,keyword_tier_heuristic
1063,"Flooding at Sunrise Township, the shopkeeper child missing, need boat rescue",Flood/Rescue,High,synthetic,keyword_tier_heuristic
1064,"Need water tanker sent to Millbrook, trapped",Water,Critical,synthetic,keyword_tier_heuristic
1065,"No food distribution has reached Lakeview Apartments yet, feeling unwell",Food,Medium,synthetic,keyword_tier_heuristic
1066,"Need food supplies delivered to Fairview Estate, roof caving in",Food,High,synthetic,keyword_tier_heuristic
1067,"Requesting tents and shelter material at Riverside Colony, low on supplies",Shelter,Medium,synthetic,keyword_tier_heuristic
1068,"Need water tanker sent to Fairview Estate, small crack in wall",Water,Low,synthetic,keyword_tier_heuristic
1069,"Communication tower near Whitefield is down, child missing",Infrastructure,High,synthetic,keyword_tier_heuristic
1070,"Bridge near Lakeview Apartments is damaged, elderly stuck, road unsafe",Infrastructure,High,synthetic,keyword_tier_heuristic
1071,"Random test message, please ignore, sent from Kings Cross",Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
1072,"Random test message, please ignore, sent from North Bridge",Other/Irrelevant,Medium,synthetic,keyword_tier_heuristic
1073,Just wanted to say thank you to the volunteers at Green Valley,Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
1074,"No clean water available at Kings Cross for two days, severe pain",Water,High,synthetic,keyword_tier_heuristic
1075,"Someone collapsed at Palm Grove, cardiac arrest, need doctor urgently",Medical,Critical,synthetic,keyword_tier_heuristic
1076,"Drinking water contaminated at Central Market, roof caving in",Water,High,synthetic,keyword_tier_heuristic
1077,"Displaced families waiting outside Rosewood Lane, child missing",Shelter,High,synthetic,keyword_tier_heuristic
1078,"Need food supplies delivered to Whitefield, elderly stuck",Food,High,synthetic,keyword_tier_heuristic
1079,"Bridge near North Bridge is damaged, feeling unwell, road unsafe",Infrastructure,Medium,synthetic,keyword_tier_heuristic
1080,"an unknown man is gas leak near North Bridge, please send medical help",Medical,High,synthetic,keyword_tier_heuristic
1081,"Need an ambulance at Whitefield, my sister injured",Medical,High,synthetic,keyword_tier_heuristic
1082,"No clean water available at Hilltop Nagar for two days, gas leak",Water,High,synthetic,keyword_tier_heuristic
1083,Just wanted to say thank you to the volunteers at Lakeview Apartments,Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
1084,"No clean water available at Marina Road for two days, severe pain",Water,High,synthetic,keyword_tier_heuristic
1085,"Fire spreading fast near Hilltop Nagar, my neighbor bleeding heavily",Fire,Critical,synthetic,keyword_tier_heuristic
1086,"Sharing an update, everything seems calm near Rosewood Lane today",Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
1087,"Water levels gas leak at Fairview Estate, families are stranded",Flood/Rescue,High,synthetic,keyword_tier_heuristic
1088,"River overflowing near Sector 12, collapsed, send rescue team",Flood/Rescue,Critical,synthetic,keyword_tier_heuristic
1089,"Temporary shelter overcrowded at Sector 12, power has been out",Shelter,Medium,synthetic,keyword_tier_heuristic
1090,"No clean water available at Hilltop Nagar for two days, minor leak",Water,Low,synthetic,keyword_tier_heuristic
1091,"Need water tanker sent to Harbor District, minor leak",Water,Low,synthetic,keyword_tier_heuristic
1092,"Random test message, please ignore, sent from Koramangala",Other/Irrelevant,Medium,synthetic,keyword_tier_heuristic
1093,"Kitchen fire at Old Town, buried under rubble, please respond",Fire,Critical,synthetic,keyword_tier_heuristic
1094,"Bridge near Lakeview Apartments is damaged, smoke everywhere, road unsafe",Infrastructure,High,synthetic,keyword_tier_heuristic
1095,"Requesting tents and shelter material at Koramangala, when will help arrive",Shelter,Low,synthetic,keyword_tier_heuristic
1096,"No food distribution has reached Riverside Colony yet, when will help arrive",Food,Low,synthetic,keyword_tier_heuristic
1097,Medical emergency at Sunrise Township - an unknown man severe pain,Medical,High,synthetic,keyword_tier_heuristic
1098,Medical emergency at Riverside Colony - a group of people unconscious,Medical,Critical,synthetic,keyword_tier_heuristic
1099,"Need food supplies delivered to Palm Grove, drowning",Food,Critical,synthetic,keyword_tier_heuristic
1100,Medical emergency at Lakeview Apartments - a child minor injury,Medical,Medium,synthetic,keyword_tier_heuristic
1101,"Someone collapsed at Green Valley, severe pain, need doctor urgently same location as before",Medical,High,synthetic,keyword_tier_heuristic
1102,"No clean water available at Rosewood Lane for two days, when will help arrive",Water,Low,synthetic,keyword_tier_heuristic
1103,"Temporary shelter overcrowded at Whitefield, cardiac arrest",Shelter,Critical,synthetic,keyword_tier_heuristic
1104,"Displaced families waiting outside Marina Road, smoke everywhere",Shelter,High,synthetic,keyword_tier_heuristic
1105,"Displaced families waiting outside Lakeview Apartments, feeling unwell",Shelter,Medium,synthetic,keyword_tier_heuristic
1106,"Fire reported at Fairview Estate, smoke everywhere, need fire brigade immediately same location as before",Fire,High,synthetic,keyword_tier_heuristic
1107,"Building buried under rubble at East Ward, smoke visible for miles",Fire,Critical,synthetic,keyword_tier_heuristic
1108,"Water levels roof caving in at Old Town, families are stranded",Flood/Rescue,High,synthetic,keyword_tier_heuristic
1109,"Someone collapsed at Old Town, child missing, need doctor urgently",Medical,High,synthetic,keyword_tier_heuristic
1110,"Main road to Hilltop Nagar blocked by debris, road partially blocked",Infrastructure,Medium,synthetic,keyword_tier_heuristic
1111,Just wanted to say thank you to the volunteers at Sunrise Township,Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
1112,"No clean water available at Millbrook for two days, minor injury",Water,Medium,synthetic,keyword_tier_heuristic
